ID_evaluacion,evaluacion,calificacion,sentimiento
4240,"El tiempo de entrega fue bueno. El producto es excelente, el material es excelente. ameiii",5,positivo
54824,Nunca compre este producto. No entres este frío.,1,negativo
6630,La alfombra no está pelfa como la mala calidad dice,1,negativo
16516,"No hay forma de evaluar algo que no recibí. Sin ninguna explicación de la empresa, se suponía que había recibido 01/03 y hasta ahora no recibí absolutamente nada y no es posible rastrear en el transportista. ¡Al menos merecía una explicación!",1,negativo
24248,No he recibido mi producto hasta el día de hoy. No indico la tienda.,1,negativo
43247,Buena calidad y hermoso producto. Valor de penalización para aumentar 100.00 No compra más.,4,positivo
28914,Cumple con prometido y muy calidad. Estamos muy satisfechos con la compra.,5,positivo
117618,"Muy buen producto, el excelente precio es la entrega a tiempo.",4,positivo
126799,"El producto no es barato, pero realmente mitiga las líneas de expresión y tiene un buen rendimiento. Sin embargo, debe usarse habitualmente para que se cumpla su efecto.",4,positivo
116480,El producto tiene una forma totalmente diferente de la presentada en la foto. El cuello está junto con la parte del trapecio. La parte que debe tomar la barbilla y la boca es adelante y debe empujar con las manos para ingresar al casco. No lo recomiendo.,2,negativo
14797,"El material es de mala calidad, realmente no vale la pena.",1,negativo
77550,No ha funcionado ya fue para garantía sin ningún día de uso.,1,negativo
74028,Cumple con el objetivo. Es muy ligero. Viene un caso protector.,5,positivo
118012,Buen dispositivo fácil de mover que realmente me gustó,4,positivo
67721,"Realmente sigue la línea de sofisticación y elegancia de la marca consagrada, notable, agradable y con mucha personalidad, este perfume ganador me sorprendió desde mi primer contacto que tuve, a través de una muestra que gané. Lo compré y estoy muy contento, hasta el punto de intercambiar el otro que durante más de 10 años me acompañó.",5,positivo
64064,"Muy buen producto, de excelente calidad, entrega rápida, amtes de esperado.",5,positivo
4728,Los cables se rompieron en la primera conexión. Apenas se colocaron y el tapón estalló,1,negativo
121598,No lo recomiendo porque el cargador se derritió la primera vez que lo usé.,1,negativo
57581,Apenas recibí y comencé a leer: ¡una escritura muy interesante!,5,positivo
56774,Vengo roto El caso es regular. Encaja bien. normal,1,negativo
81936,"Ideal para la limpieza, rápido para cocinar, estoy satisfecho con el producto, llegó antes de que acordara.",4,positivo
25491,"Muy guapo. Me encantó, le daré a mi ahijada como regalo. Y el excelente tiempo de entrega vale la pena. Solo la carga que encuentro un poco salada. Podría mejorar para que pudiéramos comprar más.",4,positivo
107411,Le pregunté bien a la vendedora si era el original y ella dijo que sí. Estaba muy triste cuando llegó,1,negativo
100447,La nueva carga de la batería dura menos que la anterior. Sin mencionar el retraso para la entrega,1,negativo
10737,Compré este modelo BCO y azul y recibí el amarillo y el negro.,1,negativo
43870,"Recibí el producto el 22/01/2018.  Al realizar los procedimientos técnicos de su instalación hoy, se descubrió que se nos envió con el voltaje de entrada de 110 V y no a 220V como Prospect presentado disponible en el sitio donde se realizó el pedido. En Santa María, el voltaje de entrada es de 220 V. Resultado ... No podemos probar el equipo, pero necesitamos el equipo con urgencia dependiendo de las extracciones de aceite y la fecha límite de tesis necesaria. Como tardó casi un mes para la entrega, tampoco confiamos en que el intercambio se realice en un tiempo más corto y no podemos esperar nuestro análisis. Por lo tanto, tendríamos la pérdida de tener que soportar los costos de adquisición y la pérdida continua de espacio físico para la instalación de un transformador de voltaje.   La pregunta que le gustaría ser respondida de inmediato es si esta manta se puede conectar a un transformador de voltaje y si bajo estas condiciones permanece la garantía inicial. Respuesta acuosa inmediata.  Sinceramente tit. Dr. Arno Bernardo Heldwein Departamento de Fitotécnica de la Universidad Federal de Santa María",1,negativo
45121,"Compra cancelada, no llegó un regalo de cumpleaños. Llegó 15 días tarde después de la fecha prometida, ya no comprará a los proveedores socios.",1,negativo
461,Acabado impecable. Simplemente hermoso. ¡Compraría de nuevo!,5,positivo
20673,El producto llegó y muy pequeño no se ajusta a una lata de refresco,1,negativo
69327,"¡No me gustó! Tarda mucho tiempo para freír ... todo es difícil ... las papas nunca se parecen en la publicidad ... ¡en resumen, todo horrible!",1,negativo
77755,"Es económico porque los dos hornos están en gas.  Tiene la boca de diferentes tamaños, lo que ayuda mucho.  El temporizador, que parece no necesario, ya que podemos usar el teléfono ... pero de hecho, ayuda mucho.",4,positivo
128076,Dejó de funcionar en dos días de uso sin una causa aparente. :(,2,negativo
87256,"Como arquitecto usa en todas partes. Atención, no es para pequeñas medidas.",4,positivo
36660,"No lo recomiendo, la alfombra es mala, con 2 días de uso ya embolsados ​​por todas partes, me perdí tiempo y dinero. No lo recomiendo.",1,negativo
114306,"Gran producto, el mejor que he usado, sin comparación, Makiê de calidad",5,positivo
77302,"El producto que recibí no era la ""Laguna"" que compré. Recibí lo similar en su lugar. Pero ya estoy tan agotado de tener que quejarse cada vez que una empresa me envía la solicitud incorrecta de que preferí tragar más esta rana. No se lo recomendaría a nadie.  ¡Gracias nada!",1,negativo
7595,"Compré un edredón y me entregué un juego de hojas. Un absurdo, creo que la tienda debería poner la descripción correcta, para mí fue de mala fe. Trastorno total, porque era para mi hijo pequeño.",1,negativo
66302,"Fue satisfactorio, respondió lo que imaginé. Y ha llegado antes de lo esperado y esto es muy importante porque estamos ansiosos por la espera de compras y cuando no hay problema con la entrega es muy importante.",4,positivo
125196,He estado fuera por unos días y no recibí el producto,2,negativo
72374,El tamaño correcto para servir como respaldo para leer en la cama.,5,positivo
101830,A mi hija amaba pero la asamblea es mala para el manual no ayuda. No es grande como parece en la foto.,5,positivo
125610,"HD funciona perfectamente y la transferencia de archivos es rápida. Sin embargo, el espacio de almacenamiento disponible es 70 g más pequeño de lo prometido, lo cual es extraño ya que no hay instalación o software del sistema.",4,positivo
101,No he recibido mi solicitud que la irresponsabilidad de la tienda haya presentado como se entregó y no he recibido nada.,1,negativo
53738,"El dispositivo me sorprendió negativamente, porque obtiene mucho, se vuelve mucho. No me imaginé que la calidad dejaría tanto que desear. Para aquellos que compran saben que se pone mucho.",2,negativo
20083,Cancelaré la compra ... 1 mes sin entrada ni información.,1,negativo
66948,Muy buen producto.  Calidad y entrega antes de la fecha límite.,5,positivo
103916,Ha logrado todas mis expectativas. Súper indica!,4,positivo
90523,La entrega rápida me llamó la atención. Todo fue perfecto.,5,positivo
12387,"Desafortunadamente, el producto no funciona como se esperaba.",1,negativo
3157,"No recibí el producto que se suponía que había venido en Navidad. Después de recibir, rehato el comentario.",1,negativo
87885,Estaba muy contento. Todo muy hermoso y de excelente calidad. Los colores vibrantes. Compraría de nuevo.,5,positivo
123036,"El producto es de mala calidad, le pasé todo el contenido de la tarjeta anterior y no abrí ni siquiera un 10%. No almacene los videos o las fotos que tomo por teléfono y envío para guardarlo, simplemente no devolví por qué había jugado el empaque ... es la segunda compra que realizo en la tienda en menos de dos meses, productos que ofrecen otra compañía asociada, que viene con defecto! Si continúa de esta manera, la tienda perderá clientes ...",1,negativo
32787,No tiene calidad. Trae inseguridad. Lea el manual. Entonces vi que no era un producto de calidad.,1,negativo
16574,"Sirve muy bien como robot doméstico, hace todas las tareas del hogar, cocina, lavada y pasa. Me encantó.",5,positivo
47734,El teclado pequeño y otros combos MK220 vinieron con un receptor unificador.,1,negativo
127586,"Las sartenes son hermosas y maravillosas, no te quedas nada, ¡me encantó!",4,positivo
31398,Realmente me gustó. Entrega rápida. Producto bien empaquetado. Compraré más a menudo.,5,positivo
55987,"Si no fuera la fuente la que se quemó, daría 5 estrellas",2,negativo
113600,"Les lleva un tiempo pigmentar, pero la gente brillante valió la pena la compra.",4,positivo
75812,"Gran dispositivo, satisface mis necesidades bien, muy prácticas.",4,positivo
75616,El sofá llegó sin los pies. Miré debajo y dentro del forro.,2,negativo
30780,"Esta compañía vende el producto, ninguna entrega no es contacto.",1,negativo
96563,"Ya estaba decepcionado cuando llegó, debería ser más legible que la parte de la marca de la televisión no sea SEMP Toshiba, sino TCL que se comercializa por SEMP Toshiba en Brasil, pero hasta que la imagen sea buena, el sonido es excelente, sino el sistema horrible, el primer día funciona para no responder a las aplicaciones y cuando ingresa demasiado, y finalmente comenzó a apagarlo solo. Estoy esperando que el transportista venga a retirarse",1,negativo
24877,"Creo que la cuchilla está defectuosa o parece que se usa porque corta poco. Un viejo dispositivo mío, que se rompió, se cortó mucho mejor.",2,negativo
12073,"El control es malo, no original, los botones son difíciles y los análogos son horribles, quiero que me devuelvan mi dinero.",1,negativo
109095,"Muy bien el producto que recomiendo a todos, aunque el correo es malo, ¡lucharon más! ¡Gracias!",4,positivo
83466,"Negativo: si desea que este monitor se use a través de la entrada VGA, tenga en cuenta que no vendrá con el cable VGA, viene con un nuevo conector que tienen pocas computadoras, si su computadora no tiene esta entrada, tendrá que comprar el cable VGA.  Positivo: el monitor es muy bueno para las tareas generales de la oficina y para aquellos que trabajan con la programación. La función de girar el monitor de 90 ° es muy interesante para ver las páginas de noticias y, en el caso de los programadores, ver mejor el código. La imagen no es HD, pero no tiene diferencia para escribir el uso o incluso para ver un video, el software de imagen del monitor también es muy interesante, donde configura el tipo de imagen por programa, es decir, cuando abro Chrome quiero la imagen más viva, cuando la abrir el reproductor de medios quiere una luz baja y etc. conclusión: es un gran equipo para usar, estudiar y navegar por Internet. La función de 90º fue, sin duda, el diferencial que me hizo comprar el monitor. Sin embargo, la falta de Cape VGA me hizo sentir tan frustrado, porque el monitor llegó y no pudo probar porque no tenía el cable y tuve que comprar el separado.",2,negativo
118424,Ráfaga muy buena calid precio. Recomiendo hacer actividades como estudiar una película de Netflix para tocar.,4,positivo
45698,"Estaba muy molesto. El anuncio dice ""medidas variadas"" y la foto también lo muestra de esta manera, pero recibí 3 de 1.50, dos de 1.20 y una de 0.96. No lo recomiendo.",1,negativo
120123,El huracán de la cámara y el dispositivo para desplazados digitales,2,negativo
59878,"Artículo de buena calidad, lo recomiendo. llegó antes de lo esperado.",4,positivo
99802,"Compré un producto y recibí otro, este sitio es muy malo, compré el producto LG Cell Teléfono y recibí un producto mucho más bajo engañado.",1,negativo
54962,"Entrega hiper rápida, antes de la fecha límite, excelente producto y excelente precio. ¡Super recomendar! Pueden comprar sin miedo.",5,positivo
59587,¡Gran mercancía y excelente servicio! Recomiendo.,4,positivo
11279,"No me gustó la cubierta de la piscina, solo gasté dinero Atoa, bajo la primera lluvia rompí la boquilla. Pensé que era de la tela de la piscina de MSM, pero es de plástico, similar a las bolsas para el almacenamiento de cosas.",1,negativo
30185,una forma fácil de trabajar en algunos espacios en cualquier lugar donde sea genial,5,positivo
120376,"La licuadora es muy débil, no hay poder para vencer a ciertos productos, a pesar de que es solo agua o jugo. Muy débil, lamento haber comprado.",1,negativo
28890,"Ya usé este producto comprado en otro lugar y funciona como se indica, comprado aquí y solo aparecí que es el mismo producto falso.",1,negativo
74376,Producto de gran calidad suministrada todas mis necesidades funcionales que recomiendo,5,positivo
128197,"Me encantó la televisión, la gran calidad y la entrega simplemente maravillosa, la compré el martes (15/05) y recibí el jueves (17/05)",4,positivo
49468,"producto de buena calidad, una marca y respeto muy famosos",5,positivo
4757,"¡Gran producto, súper poderoso, gran beneficio de costo!",5,positivo
104550,No ejecuta Minecraft Minecraft se está estrellando y no puedo soportar,1,negativo
94324,"Compré 2 notas y el estado de la tienda dice que lo recibí, pero solo 1 nota con Danfe NF incorrecto que indica el valor total de la compra a 1 cantidad. Y ni siquiera describe la especificación del producto. Es decir, no usé el producto porque todavía estoy en demanda con la tienda y el socio para comprender cómo resolver mi caso.",1,negativo
5645,"Hermosa ropa cálida, pero la longitud de las piernas de los pantalones no es consistente con el tamaño del envuelto, los pantalones eran ""mitad canela"", tendré que usar, porque si pido regresar, tomará demasiado tiempo ... no indico a nadie",1,negativo
49073,Llegó rápidamente. El mejor lápiz que existe. Muy suave.,5,positivo
61249,¿Puede esta computadora ejecutarse pública? si ¿qué calidad?,5,positivo
93224,"Muy bueno, además de ser hermosa cumple muy bien tus funciones",4,positivo
27470,"El producto satisface perfectamente todas nuestras necesidades pronto, recomiendo a todos los que piensan en comprarlo.",5,positivo
38443,"El ""manual"" de la asamblea es una broma, no explica dónde hay varias piezas, o qué tipo de tornillo va en cada lugar. Llegó sin los agujeros de los cajones para quemar los portaobjetos, tuve que calcular bien y hacerlo yo mismo. Al final no fue muy firme, y los cajones son muy poco profundos, mucho más pequeños de lo que aparecen en las fotos.",2,negativo
132108,"muy buen producto, y la entrega también debe ser felicitada",4,positivo
104681,"La entrega es rápida, pero el producto no se calienta ni reta el cabello, es una ""réplica"" No estoy satisfecho con el producto.",1,negativo
30562,"Estaba totalmente satisfecho. Producto de gran calidad, sin ningún mal funcionamiento.  Llegó antes de la fecha límite e intacta.",5,positivo
112077,Gran recomendación para todos ....................................................................,5,positivo
21397,"Cumplir con las expectativas. Gran calidad, llegó mucho antes de esperarse.",5,positivo
60709,"Buen producto, recomendación, buena calidad, buen material, buen acabado.",5,positivo
125177,"Me impresionó este producto, olvida cualquier otro, este es el producto.",5,positivo
45201,"Cuando escribo el CP, el precio del flete es uno, pero cuando compro otro precio aparece, esto es una publicidad engañosa.",1,negativo
73948,Excelente producto le gustó más Diii ... asegura mucho los senos ... lo recomiendo.,5,positivo
106685,El producto aún no ha sido entregado. Se entregaría la semana pasada.,1,negativo
12369,"Gran café para todos los momentos. Practica, rápido y muchas variedades de café para probar. Felicissima!",5,positivo
92687,"TV realmente muy buena, de gran calidad, especialmente para juegos, ajustes fáciles de hacer",5,positivo
17988,Exactamente lo que esperaba respondió a todas mis expectativas.,5,positivo
82970,"Me encantó su diseño y funcionalidad. Aparte de eso, las cámaras son muy buenas.  Me encantó tanto.",5,positivo
10909,"Entrega con más de 10 días tarde, mal empaquetada, y la caja que viene el producto es metal, vino arrugado",5,positivo
94063,"Producto según la descripción del sitio. Material de plástico resistente, colores vibrantes, pero la caja se abrió, pero no faltan piezas",4,positivo
62193,"Los televisores LG, Samsung y TCL tienen un procesador Quad Core.  Es muy lento.",2,negativo
42279,"Vendí mi casa y compré 50 kits para revender, ¡muy bien!",5,positivo
57661,"Este producto no era lo que compré. Todo torcido pensé que había comprado un censor con 2 puertas y árboles frutales, pero fue diferente, no entendí en esperar la respuesta porque no entendí. Quiero mi buen producto. Compré que pagué mucho",1,negativo
24959,"Como es la primera compra, no tiene una evaluación definitiva.",2,negativo
54958,"Nunca vuelvo a comprar un teléfono celular. La parte trasera es un vidrio muy frágil y se rompió solo. Me puse en contacto con Motorola y no hicieron un caso, solo me informó que costaría $ 479.00 solucionar. Desgraciado.",1,negativo
85455,"El producto se bloquea todo el tiempo, se apaga de la nada, no responde a los datos de los controles, no lo recomiendo.",1,negativo
7139,"El patrón de enchufe no es el mismo brasileño, compré y no puedo usar",1,negativo
67953,Realmente me gustó que el producto supera es que la tienda Serenata se felicitará por la entrega del producto.,5,positivo
81402,"No recibí y el tiempo de entrega es muy largo, y el producto todavía está emitiendo factura durante más de una semana.",1,negativo
111496,"Producto comprado con promesa original, pero no parece serlo. Llegó tinta en la impresora y tuvimos que gastar 100.00 con técnico de limpieza, dejando de trabajar más tarde. Solo duró una impresión. El PP más caro costó PP en la historia.  Uno de los cartuchos se arrugó (dañado) físicamente después de la apertura.",1,negativo
55989,"La luz está parpadeando, no es posible controlar la luz por la aplicación y la luz y la débil.",1,negativo
88014,"Estoy esperando recibir mi producto, no lo he recibido hasta ahora, así que no tengo forma de evaluarlo y decirle lo que pienso de él. Me gustaría un puesto en mi producto, ya que su pago ya se ha realizado y confirmado. No estoy satisfecho con tanta demora. Si sigo exigiendo mis derechos. Grata, María",1,negativo
111649,"El producto es muy bueno, llegó dentro del momento adecuado. Excedió mis expectativas.",5,positivo
7460,Excelente rfspokwtgpop [k´k´pkl´pkgl'plkfg´pfeklg'p'gpfl´pglf'pglf´plgfg.,5,positivo
119907,Lo compré llegué antes de la fecha límite. Recomiendo que el estante sea hermoso y de buena calidad Fkou perfecto en la combinación de mi habitación.,4,positivo
104612,"Mi armario está organizado, me encantó el resultado. Super indica este producto que sentirá un organizador casero.",5,positivo
19554,"Compré la flor y esperaba que llegara: un jarrón con la planta. Solo una plántula fuera de la tierra, llena en una bolsa de papel. Tuve que correr y comprar un jarrón, estudiar cómo hacer el sustrato (comprar los ingredientes) y finalmente plantar las plántulas. La plántula en sí era de buena calidad, pero a unos 20 cm desde el comienzo de la hoja hasta el final de la raíz. Fue decepcionante porque era un regalo de cumpleaños para un amigo.",2,negativo
61573,"El excelente producto le gustó que la batería es que la pelota dura más que muchas de la línea y se cobra muy rápido, el diseño es simplemente hermoso, la entrega fue increíble que recibí aquí en Belém en 5 días hábiles. Hasta ahora, después de 30 días de uso, solo cumplen.  Domingos Oliveira 91 988632966",5,positivo
38242,"Hice el pedido, me llevó casi 2 meses emitir una factura, y después de la emisión aparecí otros 2 meses hasta la entrega, y nadie responde nada sobre, ¡a Madeira Madeira le gustaría una solución al respecto!",1,negativo
94791,"No habla voltaje del producto, falta muchas especificaciones de productos.",1,negativo
116668,"Producto hecho de material mal resistente, aparentemente no durará mucho.",2,negativo
112879,"Gran producto, buen precio, entrega rápida. . . . . .",4,positivo
51383,Me encantó el producto excelente storeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaat,5,positivo
65678,El producto es de alta calidad y llegó súper rápido.,5,positivo
89296,. I ampliamente del producto.,4,positivo
43495,Esta sartén por este precio ¿Puedo solo freír los huevos de oro? ????,5,positivo
121515,"La cifra se detiene más viene una pistola incompleta, debe decir que y no engañar a los clientes",1,negativo
100880,"Estoy evaluando un producto que aún no ha llegado y mi casa y el transportista dicen que rechacé el producto. Este producto que aún no ha llegado y ya yo ya soy el tiempo de entrega. Entonces, ¿cómo es el consumidor?",1,negativo
83894,"¿Cómo puedo evaluar un producto que ni siquiera he recibido, y eso ya es un mes de entrega tardía? ¡Es difícil evaluar así!",1,negativo
77224,El producto no es bueno. No funciona como se anuncia. No recomiendo su compra.,1,negativo
86391,"Las palomitas de maíz son muy prácticas, rápidas para hacer palomitas de maíz y fáciles de usar. Muy satisfecho con pipoqueira",5,positivo
93311,Estoy muy satisfecho con el producto y el tiempo de entrega.,5,positivo
97719,El producto ha cumplido con mis expectativas y tiene una buena relación costo y beneficio.,5,positivo
50812,Quiero regresar y recuperar mi daño. Engaño puro,1,negativo
111265,Super recomienda que estaba muy contento. Entrega cualidades rápidas muy buenas,4,positivo
94955,Tomó tiempo llegar ... pero el producto que recomiendo ...,5,positivo
91983,"Product Ball Show, se lo compré a mi madre solo el transportista que tomó un tiempo.",5,positivo
122836,Quiero recibir el producto que compré me envió una carpeta elástica de ese plástico. Quiero el tóner que compré !!!  ¡Tendré que venir con mi abogado Naughty!,1,negativo
42250,"La chaqueta es como la fecha de la foto, gran final que me encantó",4,positivo
117979,"El material es poco resistente, pude hacer agujeros con la uña al ponerlo y no me adhiere al colchón.",2,negativo
73229,"? Porque no puede ejecutar el sistema operativo correcto porque es una tableta. Me pusieron más memoria, el técnico dijo que no podía ser una tableta",1,negativo
69828,No tenía un nuevo apoyo para la compañía AH hasta el día de hoy. No recomendado para nadie deja al cliente en la mano. No tengo respuesta a esta empresa hasta hoy.,1,negativo
104948,"¡Me encantó el kit cuando lo vi en el sitio! Pero al recibir, el tablero estaba sucio: logré limpiar, pero la secadora hasta ahora. Tiene algo pegajoso, una especie de chicle. Traté de usar jabón y esponja y también tela con alcohol, pero no sale. Ni siquiera podría probar para saber si es bueno.  Me gustaría su opinión, no esperaba recibir los productos en este estado.  Me quedo en el acuoso.  ¡Gracias!",2,negativo
130327,"Hermoso y de gran calidad, superó mis expectativas. Tenía miedo de que la caja fuera demasiado grande, pero no es de gran tamaño. ¡Me encantó!",4,positivo
75687,"El producto llegó súper rápido, mucho antes de combinar, lo recomiendo a todos, una empresa con servicio VIP con el cliente. Felicidades",5,positivo
44678,"Mi opinión es que al vender un producto, ponga todas sus descripciones, incluso si es falso",2,negativo
87868,"Gran reloj, recomiendo que sí y llegué antes de la fecha esperada",5,positivo
48279,"¡Recomiendo el producto entregado a tiempo, todo como combinado!",5,positivo
124741,"Bueno, recomiendo que llegue desde la fecha límite, vale la pena comprar",4,positivo
51220,Recibí el cartucho con la validez vencida. Envié fotos y ni siquiera me doy el dinero.,1,negativo
84973,He tenido antes y cuando perdí el otro elegí comprar un igual. La entrega fue rápida.,4,positivo
22686,Muy bien me hizo bien informado sobre la entrega,5,positivo
28854,No me gustó la calidad de las varillas que acompañan el producto ... son muy suaves y no cuando encajamos ... titive para hacer adaptaciones ...,2,negativo
1335,"Realmente me gustó la calidad de la cama. Es hermoso, fácil de ensamblar, viene con todo lo que necesita para el ensamblaje y con la opción de ensamblaje del lado o el brillo mate. Me encantó la cama, especialmente por el excelente precio pagado. Recomiendo.",4,positivo
110234,"Tenía dos alegrías con esta radio de reloj, cuando la recibí y cuando regresé, muy hermosa, pero nada efectivo, tiempo en 12 horas, cuando configuré la alarma, no sabía si era mañana o noche. No lo recomiendo.",1,negativo
84695,"No entregó el producto, no volví a poner la cantidad que pagué, vender sin tener el producto en stock",1,negativo
101567,"Material de excelente calidad, corte cómodo y tela muy ligera. ¡Recomiendo el producto!",4,positivo
87844,"Hasta hoy no he recibido los bienes, no recibí ninguna explicación ... ¿dónde está el producto?",1,negativo
27624,Recomiendo el producto. ¡Es realmente bueno! ¡La calidad me sorprendió!,5,positivo
93100,"El servicio no se entregó correctamente el producto por servicio al cliente de que alias no funciona, envía a MSM diciendo que el período de 48 horas ya ha sido expirado y se revisará con urgencia. La mentira ya pasó 15 días y no recibí contacto, una falta de respeto al cliente.  ¿Dónde está la credibilidad del sitio?",1,negativo
52494,"Este producto quema el coro peludo, no lo recomiendo ni indico porque no es el verdadero para siempre Liss ...",1,negativo
16592,"Excelente juego, a mi hijo le encantó, el producto llegó con anticipación",5,positivo
121683,"Buen producto, no hace humo, práctico ... solo encontré sus piernas un poco de mala calidad",4,positivo
76390,¡La hermosa y cómoda silla y el uso de isofix es totalmente fijo e inamovible en el banco!  ¡Perfecto!,5,positivo
126727,"Es todo lo que esperaba en un televisor, lo más destacado es el sonido, de gran calidad.",5,positivo
69780,Solo tome el registro de Globo SBT ya no obtenga ningún canal y Messesarium una antena fuera de la casa para obtener el canal,1,negativo
8713,"Felicitaciones, excelente producto, lo recomiendo, llegó antes de la fecha esperada.",5,positivo
80588,Llegó mucho antes de esperarse y en perfectas condiciones,4,positivo
62761,DhsaudhsudhasudhsuahdesuahdusadhushdushdudeshsudhsudhsudhdaShdaShaUhduashsadhsaudhsuad HuahdhsaudhsudhsudhsuahdsuahdusahdushDushsudhsudhsudhsshdaUhduashd Usadhsudhsaudhsudhsudhsuhdesuahdusahdushdushdoshsudhsudhsudhssh daushauhdusadhsaudhsuadhuahdhasudhdhsudhasudhasudhasudhsuahdesuahdudusaduseahdushdushdashda Dhsudhdauhduashsaudhuadhdhsaudhsudhsudhsudhsudhsuahdudusadhu sahdushdhsudhsshdaushauhdusadhsuadhuahdhasudhsudhdhasudhasudhasudhasudhdsuuuuuuuuuuuuu Ahdsuahdushdoshudhsudhsudhdaushauhdusadhsauadhuahdhasudhdhsudhsudhsu dhasudhdesuahdusadhushdushdeshudhsudhsudhdaushauhduhauhdusadhsuadhsuadhuahdhsauhsauh,1,negativo
10276,"Me encantó que era la puntualidad de la entrega, fue excelente.",5,positivo
103241,"Tuve un problema, enviaron al operador el mismo día de la queja y me dieron dos días después ... muy educado, le recomiendo a la compañía Colombo ... lo mejor que he trabajado hasta hoy .....",4,positivo
105601,El producto superior que estoy usando con un trío MSI GTX 1080TI,5,positivo
46509,Producto consagrado en el mercado. Entregado rápidamente y bien empacado.,4,positivo
74579,Llegó a tiempo. .... lo compré para mi hijo. .... simplemente amado. ...,5,positivo
47564,Los rizos duran mucho y es muy fácil de usar. Entregado muy anticipado.,5,positivo
56672,"Como se esperaba, el producto cumplió con mis expectativas",4,positivo
26788,"El producto entregado no tiene una cuadrícula móvil como se describe. La información proporcionada al consumidor de EE. UU. No procede, ya que por inmetro, si hay en stock, hay una tienda que puede entregar y anunciar. Porque las tiendas tienen hasta 2019 para regularizar el pedido.",1,negativo
128070,Tampoco compra ... adicción oculta y dificultad para hablar con las empresas (solidaridad) para solicitar la devolución y la inversión.,1,negativo
128368,"Producto Como se describe, realmente lo disfruté, simplemente no llegó a tiempo y el suero tiene una breve fecha de vencimiento, pero es genial.",5,positivo
13641,Gran costo x beneficio. Recomiendo. Las copas tienen una gran calidad.,4,positivo
25560,"Se suponía que era tan simple, pero se necesita demasiado. Se necesita tiempo para leer los CD y DVD.",2,negativo
112660,"Con 3 meses de uso, el dispositivo ha dejado de vibrar y el botón de aumento también dejó de funcionar.",2,negativo
66135,Excelente teléfono inteligente recomiendo excelente valor por dinero,5,positivo
1199,El agua simplemente no es fría. Es como máximo frío. Frustrante. Tendré que comprar otro ... e investigar mejor esta vez.,1,negativo
99432,"Fue un regalo para mi hermana, pero está muy contenta con el Prodto.",5,positivo
10466,"Me encantó esta estufa Electrolux, es hermosa y práctica.",4,positivo
85221,"Tuve que someterme a un procedimiento de ocio para eliminar las manchas en mi cara y me quedé como si fuera burbujas en días muy calurosos, el dermatólogo recomendó este protector, confieso que me sorprendió que no fuera marca y hoy no estoy sin ella, la textura de mi cara cambió significativamente. Recomiendo sin miedo.",5,positivo
85589,¡Todavía no recibí mi producto! Decepcionados c ustedes! ¡Cómo evaluar algo que ni siquiera ha visto todavía!,1,negativo
107913,"Él es todo como muestra la imagen, el único defecto y que no cierra las puertas ... uno no toca la otra y es una apertura.",2,negativo
23946,"No recibí que fue devuelto, no entendí lo que pasó porque recibí otro pedido de la misma tienda.",1,negativo
23058,"Estoy tratando de devolver el producto, pero no me envíe la dirección de devolución",1,negativo
114333,Compré 4 botellas y solo recibí una y su regreso es muy malo hasta ahora no he recibido las otras y ni siquiera información tuya,1,negativo
131368,¡La mercancía tardó 1 mes más para la fecha programada para la llegada y cuando solo llegaron 03 unidades que se solicitaron 04!  Un absurdo.,1,negativo
30901,¡Excelente! ¡Lo recomiendo! ¡Ha llegado rápido y ya está instalado! Los electrodomésticos funcionan súper bien!,5,positivo
72776,"¡Gran televisión, recomiendo a todos, los costos de beneficio, la calidad de la imagen y el sonido son perfectos! Súper satisfecho !!!",4,positivo
7412,"Lo compré el 3 de diciembre. Pronóstico de entrega para el 7 de marzo. ¡Para aquellos que necesitan la máquina, comprar en otro lugar!",1,negativo
8137,Realmente me gustó y llegué súper rápido. Recomiendo !!!!!!!!!!!,5,positivo
52417,¡Desafortunadamente no he recibido mi solicitud todavía! Muy triste.,1,negativo
11362,"Compré el producto desde noviembre y aún no he recibido. No tienen compromiso con el cliente.  Cuando hacemos preguntas, no responden y hacen negligencia. No tiene ningún compromiso de hacer el envío tan pronto como se realice la compra para que no haya retraso. Lamenté la compra. Ya he abierto una queja y ni siquiera quieres una disculpa. No responden. Lamento esta compra. Nunca más.",1,negativo
98331,Hice el pedido dos veces y no recibí mi compra fue cancelada,1,negativo
97177,"El teléfono celular está reiniciando solo Lale, pague tan costoso para que el teléfono celular venga con problemas Affs ¡nadie lo merece!",1,negativo
48127,"Me encantó la estufa, fácil de limpiar, la cocina rápido, la parrilla es excelente, la entrega fue rápida y el servicio de Brastemp fue muy bueno. Super Recomendar.",5,positivo
123559,El producto original y bien terminado era perfecto.,4,positivo
131725,Excelente producto y entrega a tiempo. Sitio y tienda confiable,5,positivo
